,race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
25328,White,2,28.0,3.2,SC,1.32,0.654761904762,1.0
25331,White,2,27.0,3.3,SC,-0.59,0.651785714286,1.0
25332,White,2,30.0,3.1,SC,0.48,0.670238095238,1.0
25333,White,2,28.0,3.2,SC,0.26,0.654761904762,1.0
25334,White,2,33.0,2.9,SC,0.09,0.68869047619,1.0
25335,White,2,27.0,3.2,SC,0.62,0.642261904762,1.0
25336,White,2,35.0,2.7,SC,1.49,0.694642857143,1.0
25338,White,2,38.0,3.6,SC,2.26,0.817857142857,1.0
25341,White,2,36.0,3.0,SC,0.9,0.735714285714,1.0
25342,White,2,31.0,3.4,GL,-0.18,0.71130952381,1.0
25343,White,2,30.0,2.7,SC,-0.5,0.632142857143,1.0
25344,White,1,31.0,2.8,SC,-0.39,0.654166666667,1.0
25345,White,1,31.0,3.1,SC,1.08,0.682738095238,1.0
25346,White,2,31.0,3.1,SC,-0.32,0.682738095238,1.0
25348,White,1,30.0,3.3,SC,0.75,0.689285714286,1.0
25350,White,2,31.0,2.7,SC,0.33,0.644642857143,1.0
25351,White,2,32.0,2.9,SE,0.8,0.67619047619,1.0
25352,White,2,27.5,3.1,SC,-0.02,0.638988095238,0.0
25353,White,1,27.7,3.6,SC,0.55,0.689107142857,1.0
25354,White,1,30.0,3.0,SC,0.26,0.660714285714,1.0
25355,White,2,33.0,3.0,SC,0.41,0.698214285714,1.0
25356,White,2,31.0,3.1,SC,0.89,0.682738095238,1.0
25357,White,2,33.0,2.4,NE,0.12,0.641071428571,1.0
25358,White,1,38.0,3.4,SC,-0.17,0.79880952381,1.0
25359,White,1,32.0,3.4,SC,0.75,0.72380952381,1.0
25360,White,1,23.5,2.8,SC,-1.63,0.560416666667,0.0
25361,White,2,45.0,2.7,NE,1.42,0.819642857143,1.0
25362,White,1,42.0,3.5,MS,0.24,0.858333333333,1.0
25363,White,2,38.0,3.0,NE,-0.26,0.760714285714,1.0
25364,White,2,38.0,3.5,MS,0.84,0.808333333333,1.0
25366,Black,2,43.0,2.5,SC,0.43,0.775595238095,1.0
25367,White,1,36.0,3.3,SC,-0.26,0.764285714286,1.0
25368,White,2,39.0,3.4,NE,0.75,0.81130952381,1.0
25369,White,2,38.0,3.1,Mt,0.63,0.770238095238,1.0
25370,White,2,38.0,3.9,FW,0.43,0.846428571429,1.0
25371,Hispanic,2,42.0,2.7,GL,-0.6,0.782142857143,1.0
25372,White,2,39.0,3.0,GL,-0.48,0.773214285714,1.0
25373,White,1,34.0,4.0,SC,1.01,0.805952380952,1.0
25374,Asian,2,33.0,3.4,FW,-0.36,0.73630952381,1.0
25375,White,2,39.0,3.8,SE,1.85,0.849404761905,1.0
25377,White,2,44.0,2.7,FW,0.22,0.807142857143,1.0
25378,Puertorican,2,30.0,2.9,SE,-1.59,0.65119047619,0.0
25379,Other,2,39.0,3.2,FW,0.17,0.792261904762,1.0
25380,White,1,37.5,3.1,NE,-0.38,0.763988095238,1.0
25381,White,2,41.0,3.2,NE,0.46,0.817261904762,1.0
25382,White,2,38.0,3.0,NE,0.24,0.760714285714,1.0
25383,White,2,45.0,3.5,SC,0.15,0.895833333333,0.0
25384,White,1,37.0,3.8,Mt,0.77,0.824404761905,1.0
25385,White,2,33.0,2.4,SC,-0.96,0.641071428571,1.0
25386,White,1,40.0,3.0,NE,-0.43,0.785714285714,1.0
25387,White,1,35.0,3.6,SC,0.96,0.780357142857,1.0
25388,White,1,36.0,3.5,SC,2.09,0.783333333333,1.0
25389,Other,2,36.0,3.7,SC,-0.53,0.802380952381,1.0
25390,White,1,42.0,3.3,FW,0.12,0.839285714286,0.0
25391,White,1,32.0,3.1,SC,-0.17,0.695238095238,1.0
25392,Puertorican,2,39.0,2.7,SC,-0.38,0.744642857143,0.0
25393,White,1,38.0,3.1,SE,0.84,0.770238095238,1.0
25394,White,2,43.0,3.2,GL,-0.79,0.842261904762,1.0
25395,White,1,41.0,3.5,NE,-0.48,0.845833333333,1.0
25396,White,2,37.0,3.6,NG,0.79,0.805357142857,1.0
25397,Hispanic,2,34.0,3.6,SC,0.31,0.767857142857,1.0
25398,White,1,40.0,3.9,Mt,1.59,0.871428571429,1.0
25399,White,2,38.0,3.5,FW,0.99,0.808333333333,1.0
25400,White,1,34.5,3.5,SC,0.7,0.764583333333,1.0
25401,Black,1,27.0,3.1,SC,-0.79,0.632738095238,0.0
25402,Black,2,24.0,3.4,SC,-1.49,0.62380952381,0.0
25403,Other,2,36.0,3.5,GL,-0.19,0.783333333333,0.0
25404,White,2,42.0,3.1,NE,-0.19,0.820238095238,1.0
25405,Black,1,38.0,3.8,SE,0.67,0.836904761905,1.0
25406,Black,2,27.0,3.2,FW,-1.51,0.642261904762,0.0
25408,Asian,2,37.7,3.1,FW,0.1,0.766488095238,0.0
25409,White,1,38.0,3.2,NE,-0.82,0.779761904762,1.0
25410,White,2,39.0,3.1,NE,0.22,0.782738095238,1.0
25411,Black,1,28.0,2.8,SC,-1.9,0.616666666667,1.0
25413,White,2,39.0,2.5,SE,1.61,0.725595238095,1.0
25414,White,2,38.0,3.1,MS,0.6,0.770238095238,1.0
25415,White,2,41.0,3.2,MS,0.31,0.817261904762,1.0
25416,White,2,45.0,2.6,NE,0.07,0.810119047619,1.0
25417,White,2,31.0,2.7,SC,-2.02,0.644642857143,0.0
25420,Other,2,35.3,3.3,FW,0.22,0.755535714286,0.0
25421,Black,1,28.5,3.4,NE,-0.7,0.68005952381,1.0
25423,White,2,41.0,3.6,SC,0.03,0.855357142857,1.0
25424,White,2,27.5,3.3,GL,-1.49,0.658035714286,1.0
25425,Asian,2,42.0,2.7,GL,-0.5,0.782142857143,1.0
25426,White,2,27.0,3.1,NG,-0.82,0.632738095238,1.0
25427,White,2,46.0,2.9,SC,-0.86,0.85119047619,1.0
25428,White,2,39.0,3.6,SE,-0.02,0.830357142857,1.0
25429,White,1,33.0,3.2,SC,1.06,0.717261904762,1.0
25430,White,1,38.0,3.2,NE,-0.55,0.779761904762,1.0
25431,White,1,41.0,3.5,FW,1.88,0.845833333333,1.0
25433,White,1,36.0,3.3,SC,-0.17,0.764285714286,1.0
25434,White,2,45.0,3.3,SC,0.75,0.876785714286,1.0
25435,White,2,46.0,3.3,SC,-0.29,0.889285714286,1.0
25436,White,2,33.0,2.7,SC,1.37,0.669642857143,1.0
25437,Puertorican,2,33.0,3.2,SC,1.25,0.717261904762,0.0
25438,White,2,36.0,2.9,SC,-0.74,0.72619047619,1.0
25439,White,1,36.0,3.4,SC,-2.04,0.77380952381,0.0
25441,White,2,38.0,3.0,MS,-0.55,0.760714285714,0.0
25442,White,1,37.0,3.3,NE,0.29,0.776785714286,1.0
25443,White,2,48.0,2.5,SE,-0.46,0.838095238095,1.0
25444,White,2,40.0,3.1,GL,-0.12,0.795238095238,1.0
25445,White,1,39.0,3.6,GL,0.52,0.830357142857,1.0
25446,Black,2,26.0,3.3,NE,-0.75,0.639285714286,1.0
25447,White,2,48.0,3.2,NE,2.06,0.904761904762,1.0
25448,White,1,41.0,3.7,GL,-0.18,0.864880952381,1.0
25449,White,2,33.0,3.4,GL,-2.29,0.73630952381,0.0
25450,White,2,38.0,3.3,GL,0.35,0.789285714286,1.0
25451,White,2,46.0,3.2,GL,2.61,0.879761904762,1.0
25452,White,2,39.0,3.1,GL,1.25,0.782738095238,1.0
25453,White,2,39.0,2.9,GL,-1.41,0.76369047619,0.0
25454,White,2,37.0,3.5,GL,-0.16,0.795833333333,1.0
25457,White,1,38.0,3.2,NG,0.17,0.779761904762,1.0
25459,White,1,34.0,3.4,NE,-0.93,0.74880952381,0.0
25460,White,1,39.0,3.2,GL,-0.67,0.792261904762,1.0
25461,White,2,38.0,3.9,GL,1.69,0.846428571429,1.0
25462,White,2,42.0,4.0,GL,1.64,0.905952380952,1.0
25464,White,2,36.0,3.5,GL,0.5,0.783333333333,1.0
25465,White,1,43.0,3.7,FW,-1.26,0.889880952381,0.0
25466,White,2,38.0,3.1,GL,-2.49,0.770238095238,1.0
25467,White,1,34.0,3.8,NG,0.28,0.786904761905,1.0
25468,White,1,37.0,3.3,GL,1.16,0.776785714286,1.0
25469,White,1,37.0,3.2,GL,-0.97,0.767261904762,1.0
25470,White,1,38.0,3.0,FW,-0.95,0.760714285714,0.0
25471,Other,2,37.0,3.9,GL,-0.05,0.833928571429,1.0
25472,White,1,33.0,3.6,NE,-0.34,0.755357142857,1.0
25473,White,2,37.0,3.1,SE,0.65,0.757738095238,1.0
25474,White,1,44.0,3.0,GL,-0.27,0.835714285714,1.0
25475,White,2,42.0,3.1,GL,2.08,0.820238095238,1.0
25476,White,2,37.0,2.7,GL,0.06,0.719642857143,1.0
25477,White,2,42.0,3.1,GL,0.04,0.820238095238,1.0
25479,White,2,43.0,3.0,NG,0.48,0.823214285714,1.0
25480,White,2,47.0,3.1,GL,0.39,0.882738095238,1.0
25481,White,2,36.0,3.7,GL,-0.18,0.802380952381,1.0
25482,White,1,39.0,3.3,GL,0.15,0.801785714286,1.0
25484,White,2,34.0,3.5,GL,-1.99,0.758333333333,0.0
25485,White,1,39.0,3.9,GL,0.54,0.858928571429,1.0
25487,White,2,38.0,3.1,NE,1.23,0.770238095238,1.0
25488,White,2,27.0,2.8,GL,-1.3,0.604166666667,1.0
25489,White,1,44.0,3.4,GL,0.54,0.87380952381,1.0
25490,White,1,46.0,3.7,GL,1.58,0.927380952381,1.0
25491,White,2,38.0,3.9,GL,0.04,0.846428571429,1.0
25492,White,1,37.0,3.8,GL,1.49,0.824404761905,1.0
25496,White,2,33.0,3.6,GL,2.02,0.755357142857,1.0
25497,White,2,36.0,3.6,NE,-0.53,0.792857142857,1.0
25499,White,1,39.0,3.1,GL,-0.38,0.782738095238,1.0
25500,White,1,39.0,3.0,GL,-0.4,0.773214285714,1.0
25501,White,2,38.0,3.7,GL,0.52,0.827380952381,1.0
25502,White,2,39.0,3.5,GL,-0.14,0.820833333333,1.0
25503,White,2,36.0,3.5,NE,0.3,0.783333333333,1.0
25505,White,2,40.0,2.9,GL,-0.27,0.77619047619,1.0
25506,White,2,41.0,2.5,GL,-0.51,0.750595238095,1.0
25508,Black,1,40.0,3.0,GL,-0.82,0.785714285714,1.0
25509,White,1,36.0,3.7,GL,0.04,0.802380952381,1.0
25510,White,1,41.0,3.3,GL,-0.38,0.826785714286,1.0
25511,White,1,38.0,2.9,GL,0.32,0.75119047619,1.0
25512,White,1,38.0,3.4,NE,-0.34,0.79880952381,1.0
25513,White,2,34.0,3.5,NE,-0.07,0.758333333333,1.0
25514,White,1,37.0,3.8,GL,1.78,0.824404761905,1.0
25515,White,2,37.0,3.0,GL,0.37,0.748214285714,1.0
25516,White,1,36.0,3.2,NG,-0.34,0.754761904762,1.0
25517,White,2,35.0,3.3,NG,-1.81,0.751785714286,0.0
25518,White,1,42.0,3.4,GL,0.72,0.84880952381,1.0
25521,White,2,42.0,2.4,GL,0.81,0.753571428571,1.0
25522,White,1,45.0,2.8,NG,-0.14,0.829166666667,1.0
25524,White,2,40.0,2.6,GL,0.39,0.747619047619,1.0
25525,White,1,34.0,3.4,SE,0.06,0.74880952381,1.0
25526,White,2,37.0,3.2,GL,-0.29,0.767261904762,1.0
25528,Asian,1,31.0,3.7,GL,-0.8,0.739880952381,1.0
25529,White,1,35.0,3.4,GL,-0.05,0.76130952381,1.0
25530,White,1,40.0,3.8,GL,1.4,0.861904761905,1.0
25531,White,1,40.0,3.8,GL,0.57,0.861904761905,1.0
25532,White,1,34.0,3.7,GL,-0.07,0.777380952381,1.0
25533,White,2,40.0,3.6,GL,0.57,0.842857142857,1.0
25534,White,2,37.0,3.2,GL,-1.02,0.767261904762,1.0
25535,White,2,42.0,2.0,GL,-0.47,0.715476190476,1.0
25536,White,1,33.0,3.8,GL,1.2,0.774404761905,1.0
25537,White,2,40.0,3.5,GL,-0.05,0.833333333333,1.0
25538,White,2,42.0,3.4,GL,-0.95,0.84880952381,1.0
25539,White,2,42.0,3.9,GL,0.32,0.896428571429,1.0
25540,White,1,39.0,3.6,GL,0.06,0.830357142857,1.0
25541,White,2,38.0,3.4,GL,0.37,0.79880952381,1.0
25542,White,1,41.0,3.9,GL,0.96,0.883928571429,1.0
25543,White,2,39.0,3.3,GL,0.79,0.801785714286,1.0
25544,White,2,38.5,3.9,GL,1.62,0.852678571429,1.0
25545,White,1,40.0,3.1,GL,-1.22,0.795238095238,0.0
25546,White,1,38.0,3.7,GL,-0.73,0.827380952381,1.0
25547,Black,1,36.0,4.0,GL,-0.47,0.830952380952,1.0
25549,White,2,37.0,3.1,GL,-0.31,0.757738095238,1.0
25550,White,1,40.0,3.2,MS,0.13,0.804761904762,1.0
25551,Black,1,33.0,2.8,GL,0.24,0.679166666667,1.0
25552,White,2,39.0,2.8,NG,-0.36,0.754166666667,1.0
25553,White,2,35.0,3.3,NG,0.96,0.751785714286,1.0
25554,White,1,35.0,3.3,Mt,-0.73,0.751785714286,1.0
25557,White,2,41.0,3.5,GL,1.14,0.845833333333,1.0
25559,White,2,44.0,3.3,SC,0.45,0.864285714286,1.0
25560,White,2,41.0,3.7,SC,0.12,0.864880952381,1.0
25561,White,1,36.0,3.9,SC,-0.44,0.821428571429,1.0
25562,White,1,39.0,3.5,SC,0.84,0.820833333333,1.0
25563,White,1,39.0,3.8,SC,0.71,0.849404761905,1.0
25564,White,1,42.0,3.4,SC,-0.5,0.84880952381,1.0
25565,White,1,40.0,3.6,SC,-0.59,0.842857142857,1.0
25566,White,2,34.0,3.9,SC,-0.24,0.796428571429,1.0
25567,White,1,38.0,3.7,SC,-1.11,0.827380952381,1.0
25568,White,1,39.0,4.0,SC,0.45,0.868452380952,1.0
25569,White,2,44.0,3.3,SC,1.53,0.864285714286,1.0
25570,White,2,39.0,3.6,SC,0.08,0.830357142857,1.0
25571,White,1,43.0,3.8,SC,0.67,0.899404761905,1.0
25572,White,2,36.0,3.8,SC,2.12,0.811904761905,1.0
25573,White,2,38.0,3.7,SC,-0.83,0.827380952381,1.0
25575,White,2,35.0,3.7,SC,-1.22,0.789880952381,1.0
25577,White,2,38.0,3.7,SC,1.86,0.827380952381,1.0
25578,Black,1,30.0,3.8,SC,-0.96,0.736904761905,0.0
25579,Mexican,2,30.0,3.4,SC,-0.29,0.69880952381,1.0
25580,White,2,39.0,3.6,SC,0.54,0.830357142857,1.0
25581,White,2,42.0,3.7,SC,-0.24,0.877380952381,1.0
25582,White,2,36.0,3.7,SC,2.38,0.802380952381,1.0
25583,White,1,41.0,3.4,SC,0.73,0.83630952381,1.0
25584,White,2,40.0,3.7,SC,-0.78,0.852380952381,1.0
25585,Black,1,35.0,2.8,SC,-1.56,0.704166666667,1.0
25586,White,1,37.0,3.6,SC,-0.68,0.805357142857,1.0
25587,White,1,35.0,3.9,SC,-0.59,0.808928571429,1.0
25588,White,2,41.0,3.4,SC,-0.39,0.83630952381,1.0
25589,White,1,37.0,3.7,SC,-0.5,0.814880952381,1.0
25590,White,2,45.0,4.0,SC,1.01,0.943452380952,1.0
25591,White,1,37.0,3.8,SC,-0.48,0.824404761905,1.0
25592,Hispanic,1,32.0,3.0,SC,-1.02,0.685714285714,0.0
25593,Mexican,1,31.0,3.0,SC,-0.52,0.673214285714,1.0
25594,Hispanic,1,32.0,3.3,SC,0.19,0.714285714286,1.0
25595,Hispanic,2,40.0,2.9,SC,1.03,0.77619047619,1.0
25596,Mexican,2,32.0,3.1,SC,0.19,0.695238095238,1.0
25597,Mexican,2,47.0,2.7,SC,0.08,0.844642857143,1.0
25598,White,1,39.0,3.5,SC,-0.59,0.820833333333,1.0
25599,Mexican,2,33.0,3.3,SC,-1.11,0.726785714286,1.0
25600,White,2,41.0,3.8,SC,1.73,0.874404761905,1.0
25601,White,1,41.0,3.6,SC,-0.37,0.855357142857,1.0
25603,Black,1,35.0,2.8,SC,-0.87,0.704166666667,1.0
25604,White,2,38.0,4.0,SC,0.1,0.855952380952,1.0
25605,White,2,40.0,3.3,SC,0.69,0.814285714286,1.0
25606,White,2,37.0,3.8,SC,-0.03,0.824404761905,1.0
25607,White,2,45.0,3.2,SC,0.58,0.867261904762,1.0
25608,White,1,41.0,3.3,SC,0.12,0.826785714286,1.0
25609,Hispanic,1,34.0,3.6,SC,-1.02,0.767857142857,1.0
25610,White,2,48.0,3.3,SC,0.06,0.914285714286,1.0
25611,White,2,36.0,3.4,SC,-0.85,0.77380952381,1.0
25612,White,2,40.0,3.7,SC,0.67,0.852380952381,1.0
25613,Amerindian,2,38.0,3.7,SC,0.43,0.827380952381,1.0
25614,White,1,39.0,3.5,SC,-0.24,0.820833333333,1.0
25615,White,2,40.0,3.6,SC,1.53,0.842857142857,1.0
25616,White,1,41.0,3.9,SC,0.54,0.883928571429,1.0
25617,White,2,43.0,3.1,NE,1.08,0.832738095238,1.0
25618,White,1,41.0,3.5,SE,0.83,0.845833333333,1.0
25619,White,1,40.0,3.5,SC,0.72,0.833333333333,1.0
25620,White,1,38.0,3.9,SE,0.15,0.846428571429,1.0
25621,White,2,42.0,3.2,SE,-1.64,0.829761904762,1.0
25622,White,2,36.5,3.5,SE,-0.87,0.789583333333,1.0
25623,White,2,39.0,3.4,SE,0.09,0.81130952381,1.0
25624,White,2,43.0,3.4,SE,0.97,0.86130952381,1.0
25625,White,2,46.0,3.8,NE,1.49,0.936904761905,1.0
25626,White,1,42.0,3.1,SE,-0.13,0.820238095238,1.0
25627,White,2,40.0,3.3,SE,0.48,0.814285714286,1.0
25628,White,2,39.0,3.4,NE,-2.19,0.81130952381,0.0
25629,White,1,39.0,3.4,SE,0.37,0.81130952381,1.0
25630,White,1,40.0,3.4,SE,-0.29,0.82380952381,1.0
25632,White,1,39.0,3.4,SE,-0.18,0.81130952381,1.0
25633,White,2,43.0,3.5,MS,0.28,0.870833333333,1.0
25634,White,1,40.0,3.4,SE,-0.9,0.82380952381,1.0
25635,White,2,42.0,3.2,NE,1.52,0.829761904762,1.0
25636,White,1,40.0,3.2,SE,0.12,0.804761904762,1.0
25637,White,2,38.0,2.8,NE,-0.35,0.741666666667,1.0
25638,White,2,45.0,3.2,SE,-0.54,0.867261904762,1.0
25639,White,2,40.0,3.6,SE,-0.24,0.842857142857,1.0
25641,White,2,41.0,3.2,SE,1.36,0.817261904762,1.0
25643,White,1,47.0,2.9,SC,0.04,0.86369047619,1.0
25644,White,2,45.0,2.2,SE,0.12,0.772023809524,1.0
25645,White,1,38.5,3.5,SE,0.06,0.814583333333,1.0
25646,White,1,40.0,3.5,SE,1.33,0.833333333333,1.0
25647,White,1,39.0,3.7,SE,-0.73,0.839880952381,1.0
25648,White,2,38.0,2.8,SE,-1.39,0.741666666667,1.0
25649,White,1,37.0,3.2,MS,-0.24,0.767261904762,1.0
25650,White,1,40.0,3.0,SE,0.75,0.785714285714,1.0
25651,White,2,40.0,3.3,SE,1.03,0.814285714286,1.0
25652,White,1,44.0,3.7,SE,2.12,0.902380952381,1.0
25653,White,2,39.0,3.4,SE,0.56,0.81130952381,1.0
25655,White,2,45.0,3.5,SE,-0.38,0.895833333333,1.0
25656,White,2,38.0,3.7,SE,0.17,0.827380952381,1.0
25657,White,2,39.0,3.5,SE,-0.65,0.820833333333,1.0
25658,White,2,41.0,3.3,SE,0.72,0.826785714286,1.0
25659,White,1,42.0,3.4,SE,0.09,0.84880952381,1.0
25660,White,1,44.0,3.5,SE,-0.73,0.883333333333,1.0
25661,White,2,42.0,3.5,SE,-0.27,0.858333333333,1.0
25662,White,1,36.0,3.4,SE,0.2,0.77380952381,1.0
25663,White,2,40.0,3.3,NE,-0.49,0.814285714286,1.0
25664,White,1,44.0,3.6,SE,2.32,0.892857142857,1.0
25665,White,1,42.0,3.3,SE,-0.84,0.839285714286,1.0
25666,White,2,43.0,3.2,GL,-0.29,0.842261904762,1.0
25667,White,2,38.0,3.6,GL,-0.95,0.817857142857,1.0
25668,White,2,38.0,3.7,NE,-0.73,0.827380952381,1.0
25670,White,2,42.0,3.3,SE,-0.24,0.839285714286,1.0
25671,White,2,40.0,3.3,SE,-0.21,0.814285714286,1.0
25672,White,2,40.0,3.2,SE,1.85,0.804761904762,1.0
25674,White,1,39.0,3.7,SE,0.01,0.839880952381,1.0
25675,White,2,38.0,3.6,NE,-1.03,0.817857142857,1.0
25676,White,2,39.0,3.6,NG,-1.06,0.830357142857,1.0
25677,White,2,40.0,3.4,NG,-0.43,0.82380952381,1.0
25678,White,2,48.0,3.7,SE,0.04,0.952380952381,1.0
25679,White,2,40.0,3.4,SE,0.39,0.82380952381,1.0
25680,White,2,40.0,3.4,SE,-0.13,0.82380952381,1.0
25681,White,1,38.0,3.5,SE,-0.32,0.808333333333,1.0
25683,White,2,43.0,3.3,SE,0.23,0.851785714286,1.0
25684,White,1,39.0,3.7,SE,0.45,0.839880952381,1.0
25685,White,1,48.0,3.1,SE,1.57,0.895238095238,1.0
25686,White,2,38.0,3.5,NE,-0.27,0.808333333333,1.0
25687,White,1,44.0,3.5,SE,1.14,0.883333333333,1.0
25688,White,2,41.0,3.2,NE,-0.71,0.817261904762,1.0
25689,White,1,37.5,3.5,MS,-1.01,0.802083333333,1.0
25690,White,2,41.0,3.9,NE,1.6,0.883928571429,1.0
25691,White,1,45.0,3.6,NE,1.0,0.905357142857,1.0
25692,Other,1,41.0,3.7,NE,0.21,0.864880952381,1.0
25693,Asian,2,46.0,3.5,NE,0.41,0.908333333333,1.0
25694,White,2,46.0,3.4,NE,1.4,0.89880952381,1.0
25695,White,2,41.0,3.9,NE,0.08,0.883928571429,1.0
25696,White,2,42.0,3.7,NE,1.4,0.877380952381,1.0
25697,White,1,45.0,3.9,NE,0.66,0.933928571429,1.0
25698,White,2,47.0,3.6,NE,0.67,0.930357142857,1.0
25699,White,2,48.0,3.3,NE,1.34,0.914285714286,1.0
25700,White,1,40.0,4.0,NE,-0.78,0.880952380952,1.0
25701,White,2,40.0,3.9,GL,-1.5,0.871428571429,1.0
25703,White,1,46.0,3.3,NE,-0.39,0.889285714286,1.0
25704,White,2,46.0,3.7,NE,0.21,0.927380952381,1.0
25705,Black,2,37.0,3.6,NE,-0.84,0.805357142857,1.0
25706,White,2,42.0,3.8,NE,0.95,0.886904761905,1.0
25707,White,2,42.0,3.9,NE,-0.91,0.896428571429,1.0
25708,White,1,45.0,3.3,NE,-0.18,0.876785714286,1.0
25709,White,2,38.0,3.7,SE,-2.75,0.827380952381,1.0
25710,White,2,43.0,3.4,NE,-0.11,0.86130952381,1.0
25712,Asian,2,43.0,3.6,NE,-0.54,0.880357142857,1.0
25713,Asian,1,38.0,3.7,NE,-0.51,0.827380952381,1.0
25714,White,1,46.0,3.5,NE,-0.97,0.908333333333,1.0
25715,White,2,44.0,3.4,NE,-0.26,0.87380952381,1.0
25716,White,2,40.5,3.8,NE,0.54,0.868154761905,1.0
25717,White,2,41.5,3.2,FW,1.54,0.823511904762,1.0
25718,Black,2,31.0,3.3,FW,-1.3,0.701785714286,1.0
25719,White,2,42.0,3.6,NE,-2.42,0.867857142857,1.0
25720,White,2,43.0,3.4,NG,-1.3,0.86130952381,1.0
25721,Asian,1,42.0,3.7,NE,0.4,0.877380952381,1.0
25722,White,2,43.0,3.6,NE,-0.84,0.880357142857,1.0
25723,White,2,47.0,3.6,NE,0.48,0.930357142857,1.0
25724,White,1,43.0,3.7,NE,-0.25,0.889880952381,1.0
25725,White,1,45.0,3.9,NE,0.68,0.933928571429,1.0
25726,White,2,46.0,3.7,GL,-0.32,0.927380952381,1.0
25727,White,2,44.0,3.7,NE,0.27,0.902380952381,1.0
25728,White,1,46.0,3.6,NE,1.34,0.917857142857,1.0
25729,White,2,44.0,3.5,FW,0.14,0.883333333333,1.0
25730,White,1,39.0,3.7,NE,0.48,0.839880952381,1.0
25731,Asian,2,39.5,3.4,NE,-0.78,0.81755952381,1.0
25732,White,2,45.0,3.7,NE,1.2,0.914880952381,1.0
25733,Asian,1,37.0,3.6,NE,-0.84,0.805357142857,1.0
25734,White,2,44.0,3.7,NE,2.26,0.902380952381,1.0
25735,White,2,41.5,3.4,NE,-0.52,0.84255952381,1.0
25736,Other,2,45.0,3.7,NE,1.79,0.914880952381,1.0
25737,Asian,1,40.0,3.7,NE,-1.24,0.852380952381,1.0
25738,Black,1,28.0,3.9,NE,-1.24,0.721428571429,1.0
25739,White,2,38.0,3.7,Mt,-0.65,0.827380952381,1.0
25740,Asian,2,40.0,3.7,NE,-1.3,0.852380952381,1.0
25741,White,1,44.0,3.7,SE,-1.37,0.902380952381,1.0
25742,White,2,46.0,3.6,NE,0.8,0.917857142857,1.0
25743,White,2,47.0,3.6,NE,-0.12,0.930357142857,1.0
25744,White,2,42.0,3.7,NE,-0.45,0.877380952381,1.0
25747,White,2,46.0,3.6,NG,0.4,0.917857142857,1.0
25748,Other,2,40.0,3.9,NE,-1.37,0.871428571429,1.0
25749,White,1,46.0,3.7,NE,1.86,0.927380952381,1.0
25750,White,1,41.0,3.4,NE,0.21,0.83630952381,1.0
25751,White,1,45.0,3.6,NE,-0.25,0.905357142857,1.0
25752,Asian,1,42.0,3.7,NE,-0.38,0.877380952381,1.0
25753,White,2,46.0,3.6,NG,0.07,0.917857142857,1.0
25754,Puertorican,1,37.0,3.0,NE,-1.37,0.748214285714,1.0
25755,White,1,41.0,3.8,NE,0.08,0.874404761905,1.0
25756,White,1,46.0,3.6,NE,-0.84,0.917857142857,1.0
25757,White,1,43.0,3.6,NG,0.66,0.880357142857,1.0
25758,White,2,45.0,3.7,NE,-0.39,0.914880952381,1.0
25759,Black,1,32.5,3.5,NE,-1.56,0.739583333333,1.0
25760,White,2,44.0,3.7,FW,-0.45,0.902380952381,1.0
25761,White,2,42.0,3.7,FW,0.66,0.877380952381,1.0
25762,White,2,45.0,3.9,NE,-0.84,0.933928571429,1.0
25764,White,2,40.0,3.5,NE,0.14,0.833333333333,1.0
25766,White,1,41.0,3.8,NE,-0.91,0.874404761905,1.0
25767,White,2,39.0,3.8,GL,0.94,0.849404761905,1.0
25768,White,1,42.0,3.8,NE,1.07,0.886904761905,1.0
25769,Hispanic,1,47.0,3.3,NE,0.15,0.901785714286,1.0
25770,White,2,45.0,3.5,FW,0.94,0.895833333333,1.0
25771,White,2,40.5,3.7,NE,0.01,0.858630952381,1.0
25773,Asian,1,41.0,3.4,NE,0.01,0.83630952381,1.0
25774,Black,1,32.0,3.7,NE,-0.38,0.752380952381,1.0
25775,Asian,2,42.0,3.8,NE,-0.52,0.886904761905,1.0
25776,White,2,41.0,3.8,NE,0.48,0.874404761905,1.0
25777,White,2,39.0,3.9,NE,-0.39,0.858928571429,1.0
25778,Asian,1,33.0,3.7,MS,0.48,0.764880952381,1.0
25779,White,1,34.0,3.4,NE,-0.44,0.74880952381,1.0
25781,White,2,37.0,2.4,NE,-0.05,0.691071428571,1.0
25782,White,2,34.0,3.3,MS,0.19,0.739285714286,1.0
25783,White,1,28.0,3.2,NE,0.31,0.654761904762,0.0
25784,White,1,24.0,3.1,NE,-0.39,0.595238095238,1.0
25785,White,1,30.0,3.5,NE,-1.07,0.708333333333,1.0
25787,White,2,36.0,3.0,SE,-0.97,0.735714285714,1.0
25788,White,2,35.0,2.9,SE,0.51,0.71369047619,1.0
25789,White,1,35.0,3.1,NE,0.19,0.732738095238,1.0
25790,White,1,29.0,3.0,NE,-1.23,0.648214285714,0.0
25791,White,1,33.0,3.1,NE,-0.78,0.707738095238,1.0
25792,White,2,33.0,3.3,NE,-1.4,0.726785714286,1.0
25793,White,1,38.0,3.7,NE,1.69,0.827380952381,1.0
25794,White,2,32.0,3.4,NE,0.1,0.72380952381,1.0
25795,White,2,34.0,3.0,NE,-1.11,0.710714285714,1.0
25796,White,1,30.5,3.1,NE,-1.19,0.676488095238,1.0
